Student_ID,10th_Score,12th_Score,UG_Score,Skills,Interests,Recommended_Career
S0981,77.51,73.51,76.0,"HTML,CSS,JavaScript,Vue.js,Adobe XD","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0982,87.48,77.76,79.7,"HTML,CSS,SASS,JavaScript,Figma,Accessibility","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0983,88.36,84.72,76.25,"HTML,CSS,JavaScript,Vue.js,Adobe XD","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0984,79.65,74.16,71.06,"HTML,CSS,JavaScript,React,Figma","UI/UX,Design,Development,User Research",UI/UX Developer
S0985,74.37,75.49,71.14,"React,CSS,JavaScript,Figma,Design Systems","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0986,75.1,79.67,68.38,"React,Styled Components,Figma,TypeScript","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0987,76.95,72.83,66.29,"React,Styled Components,Figma,TypeScript","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0988,75.79,67.71,75.88,"React,CSS,JavaScript,Figma,Design Systems","UI/UX,Design,Development,User Research",UI/UX Developer
S0989,78.37,79.95,75.09,"HTML,CSS,JavaScript,Responsive Design,Figma","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0990,82.28,88.2,80.73,"React,CSS,JavaScript,Figma,Design Systems","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0991,86.67,87.57,75.9,"React,CSS,JavaScript,Figma,Design Systems","UI/UX,Design,Development,User Research",UI/UX Developer
S0992,83.68,74.03,74.08,"HTML,CSS,JavaScript,Vue.js,Adobe XD","UI/UX,Design,Development,User Research",UI/UX Developer
S0993,79.04,81.18,72.65,"React,CSS,JavaScript,Figma,Design Systems","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0994,81.41,84.63,75.62,"Vue.js,CSS,JavaScript,Adobe XD,Animation","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0995,74.12,77.14,61.7,"HTML,CSS,JavaScript,Vue.js,Adobe XD","UI Design,UX,Development,Accessibility",UI/UX Developer
S0996,79.24,79.78,68.18,"Vue.js,CSS,JavaScript,Adobe XD,Animation","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0997,81.5,67.07,67.83,"HTML,CSS,JavaScript,Vue.js,Adobe XD","UI Design,UX,Development,Accessibility",UI/UX Developer
S0998,81.25,79.47,78.5,"HTML,CSS,JavaScript,React,Figma","UX,UI,Design Thinking,User Research",UI/UX Developer
S0999,86.48,89.37,77.01,"HTML,CSS,JavaScript,Angular,Sketch","UI/UX,Design,Development,User Research",UI/UX Developer
S1000,78.8,80.03,68.07,"React,CSS,JavaScript,Figma,Design Systems","Design,User Experience,Visual Design,Frontend",UI/UX Developer
